image_filename,sha256,Target_Class,Vineyard,Split
esca770.jpg,e81788c90c1121fae0e1c3a4a6ed5f5600a853771201f8e279be76303de4e330,Esca,Vineyard_18,Train
esca601.jpg,b4f8b5d6b9d1ec306f78bdeb06c34f14488b7f5def598111403de14d1f992780,Esca,Vineyard_22,Train
esca297.jpg,4de4fbfe8e1131813c9abc931b2a7060f1571cd71cf2d334fe53e4c1c9b26eb7,Esca,Vineyard_25,Train
black rot661.jpg,8b313a69063a3187eb422b288956354770bdbbb83717141756a11a7e94589154,Black Rot,Vineyard_24,Train
healthy981.jpg,f0e42e9424c7bbb926f1410a0ba1c03a160f85f3bf8fb5e1f1780ee934d34af9,Healthy,Vineyard_26,Train
healthy271.jpg,8a66e05a03b8b4b02b4c4b287e3eb32accd99fcd693f37b4695261055c5803a4,Healthy,Vineyard_18,Train
esca085.jpg,a1d7ded2f6189b6acd91c1c6ab30e2c9fa64ad939e12f316ffa0ccd2d19b4792,Esca,Vineyard_14,Train
healthy922.jpg,2cc1fff8d58d7a5076992d50d8a559c9a2f1a1b768235790ce56634007bf0cf2,Healthy,Vineyard_20,Train
healthy141.jpg,7de1909e210741689b717bd245c02fc9d8a0a19782c513b9232b1954f16de6e2,Healthy,Vineyard_21,Train
healthy1001.jpg,78dc0dba3ecfb02f2fdeecc191edfad89ace129b6af1473a962831b195fd822b,Healthy,Vineyard_28,Train
leaf blight207.jpg,36bf0a2e91d44911bc3800d4427fe1026e91d9af01bee36a995a0c7cf05417b3,Leaf Blight,Vineyard_22,Train
esca138.jpg,541297dd19146341f1801a03051a262d4d0999bee43518ddff815c50e0afa9cb,Esca,Vineyard_4,Train
esca039.jpg,b480eeaa767d37f01a8d13aeebc67aee14df88d22f72838ab8572bc51488e960,Esca,Vineyard_5,Train
healthy136.jpg,874ab163489e2c902209043f78091d5c789275c91e9abe9c22a0808530a94747,Healthy,Vineyard_19,Train
esca060.jpg,9f744a8e370f98814a9242daa4075c200b238a7b0895e0f6ea2d45a9d12ee3e6,Esca,Vineyard_14,Train
healthy740.jpg,656b1c3efae85d08b561b75bb0d6e9bd8a800ed85d6ee518e6e725e49b8e313e,Healthy,Vineyard_7,Train
esca824.jpg,20dff1ba65b3c8b82376894e5cacd9c2ba6bdf349ab0f80705c259efd4473326,Esca,Vineyard_28,Train
esca386.jpg,f0db4c6850c0e18ea774ab6f4e2191b3f3e48e5e5f0b4864779fa39f1f748477,Esca,Vineyard_28,Train
healthy541.jpg,3db82ad9af20eb4f13e2d41fc7a3101f72d129cf3a4276fa2ee2578d74bc1a29,Healthy,Vineyard_28,Train
healthy394.jpg,dd37405bd938490be397653def05a9ccd22ada1b0c269dcc796b20f72ea5f1ce,Healthy,Vineyard_9,Train
esca118.jpg,aabbed5677ef3bd6a25487741c412717e3f28a44a3b1e2321d0709adb3cbd026,Esca,Vineyard_2,Train
healthy175.jpg,25454adf20e514af2fd0f2ecaf0e5ee0490f1d531421e99f7e610d3033f8b234,Healthy,Vineyard_24,Train
esca059.jpg,aeb60dddd016f54e9fc2cd20c437611ace937c165137b54c5c2be9ea13680fae,Esca,Vineyard_26,Train
leaf blight293.jpg,c04872f160c0b5dac415199f83fa37931c464fce33b68a38d42af3cab7b6bce9,Leaf Blight,Vineyard_18,Train
esca034.jpg,1eaa92ce1cda18a98fae22ca5ca7a2644568c1b5a39fff5ca70f6a2d83cccfbe,Esca,Vineyard_16,Train
esca148.jpg,4cf6aca6995307a9d15324badf1abb68697fce6821e6bd5d989408b941441990,Esca,Vineyard_13,Train
esca015.jpg,25865e79595dab6a18ef0557be5f5167832430f858d7180f218b054c98647922,Esca,Vineyard_28,Train
leaf blight455.jpg,9a6cb015d7937b662397685dfb491a2b2281aa50a529b8147f04fa142db9365f,Leaf Blight,Vineyard_27,Train
healthy737.jpg,796f7711b78f44d82200924b3ee0cb89fc5854b2b55f1db310beb839e511c069,Healthy,Vineyard_17,Train
healthy793.jpg,35c1576df1104f8b843e4e668947bf5aef9718d83ab08df9e0b38bcbec267cab,Healthy,Vineyard_21,Train
leaf blight369.jpg,09244a49420a000d820bff8ecd19722a9466ead5d281fa729c0fd107938f7f4c,Leaf Blight,Vineyard_20,Train
healthy268.jpg,0f6cf74629a6cda69825db35122340da48dc0023a7ea9ccdb0c3efa5e82c6c64,Healthy,Vineyard_20,Train
healthy1034.jpg,90be4e6b23dff65be5f8665521dfa13d8e63535912f829a470da38453bed8c54,Healthy,Vineyard_9,Train
esca149.jpg,0b477a31d860e4d998d8fa2640184a1a90679cbf312197d90f3e39271add2e3a,Esca,Vineyard_14,Train
esca612.jpg,7520e1a19558636c9beb9bde5c4d76ad52d0f6145279eebd9b96be1ae250c6ab,Esca,Vineyard_3,Train
healthy729.jpg,98e4c71e7cccd993b5f8584416af175f706f7f9cdd447611e8b7a58fe160e44e,Healthy,Vineyard_9,Train
healthy226.jpg,729381dafcc6f4c5f6faa78ca62f77b66ea1ac939d24406ee2c0994f93397fae,Healthy,Vineyard_2,Train
healthy1024.jpg,49c49f58f62e4fd7062194b4d8cf19a5e55ddb6c3b9bb70c2a0fc5df62250004,Healthy,Vineyard_18,Train
esca677.jpg,3a0d2535104f8d72a70464820cd24d0563b22ad5d3ca4818aef7cfe54e9089d4,Esca,Vineyard_9,Train
leaf blight563.jpg,3c95a7c97fe4d42d9c25244d3e45e411506b5b6dad28b95d899ac6c72a5390b6,Leaf Blight,Vineyard_5,Train
esca128.jpg,b0d26aae18b77adf80151a9dc5d80e490b528ac22d861af0853b40dd2d28427b,Esca,Vineyard_1,Train
healthy765.jpg,363001fc49ea05a567ae35bdbbe590d4bb0e144a83bb745a3249c471dcd29f27,Healthy,Vineyard_2,Train
esca608.jpg,95f7d398824ed48187fe419ed142446ae375547363e3abc0bc201a7aa4b1509f,Esca,Vineyard_5,Train
healthy285.jpg,f9cb6449a6d84815aa29dff90c50855e9d0643aad5402a3fa30295545f3fa551,Healthy,Vineyard_25,Train
healthy807.jpg,076ed412317fa03c8a01c19e5c06c4fd79dbd702f261a19b429c38533e45758c,Healthy,Vineyard_5,Train
healthy552.jpg,1f0a1af21d0e66313bd3d3be868cd78715f3388168afd5219b264486bc52e40f,Healthy,Vineyard_12,Train
healthy453.jpg,b36c663d1a4bd3c44b4b0b39c05e84c78d2fad66ae3ecb6bb80a2bfc36bc4c12,Healthy,Vineyard_10,Train
healthy844.jpg,2574b7e94e7a8837932a76ef348e42caf1eebf08655993f54e0e83a7a417b615,Healthy,Vineyard_26,Train
healthy607.jpg,36c5a47df5bc748712327a8e486e6c89ff12aa440306dd247e103c1e4858bdf0,Healthy,Vineyard_6,Train
black rot233.jpg,e01782974971c2cbc7a5fec5cbd716b12954bd4bd9ef8c3ee4746a81b03d8c85,Black Rot,Vineyard_15,Train
esca123.jpg,1222d766e0056de2ed23c6b04a5461e8390181bd453a1e887d7a4df08238aaf3,Esca,Vineyard_15,Train
esca500.jpg,8f7a029d5e2961840921cb274449ee885596b337b1c6564ccde495eb5428c36c,Esca,Vineyard_13,Train
healthy814.jpg,4f54dd66bdeab916b2714209c18ce725aca2975af991dde38291c45e92534c4f,Healthy,Vineyard_6,Train
healthy379.jpg,e5a0b29285ec1d53ea67cf80f50fe0d242bf81fede34d9e16a2f9d4862b5b3db,Healthy,Vineyard_5,Train
healthy228.jpg,cbc58aa677c529751ecb6ec3283b0a62adc8e9e3453a9fe0c2394b2b0ea3d78a,Healthy,Vineyard_13,Train
healthy169.jpg,c4a18770b0db2946c7bbfc62a20f2204e5541c846d622254a1638be1ae90ff7b,Healthy,Vineyard_13,Train
healthy939.jpg,a6ee7e5403378eccd56cb60ac4cc86425f22bf582cdedeaf7920c2027ade9bdc,Healthy,Vineyard_15,Train
esca833.jpg,1ab19c9505911864a58293460d76707246839dcba49b07ea61f8ac310878e1cf,Esca,Vineyard_19,Train
healthy970.jpg,0fdc32d44f1c772cee554537506e507984c9acb05a23a87fdcc722af9d6efcf7,Healthy,Vineyard_14,Train
healthy865.jpg,1138afe0b3f8b138015fac7665829716cd7c98341bf36230ab6e11f6ac7d42f7,Healthy,Vineyard_9,Train
leaf blight473.jpg,286662bc4ee5cb763e2b2b9d93be667cbc5ed6e39110a52815258af12eefab4d,Leaf Blight,Vineyard_4,Train
healthy901.jpg,7e72b2385bef84c0920e8d8bacfd7c2f336a7fc0c6cc7e16741d9cb0ae0cd02f,Healthy,Vineyard_8,Train
healthy156.jpg,5492e4eb2e56c2b3f042311450ff32d407678b873a3c5236ddae9318840fafd4,Healthy,Vineyard_26,Train
esca176.jpg,802af963bc51eff0b330c0f2d259b885ab9d125350a4ccf70bbcb4e550bd03fa,Esca,Vineyard_25,Train
esca715.jpg,450f44a465047777c8d02cfc46105519eaac1d52b7f45b33454eddac6c713560,Esca,Vineyard_28,Train
healthy691.jpg,d137da617cf927ba14ecd4611c2764435fe68b53127c603cde1a9c1bc1a8ee80,Healthy,Vineyard_21,Train
healthy896.jpg,e7dcef19d8692a6c08f2491f734a14502649812a09ee1214e8161e9717b18544,Healthy,Vineyard_21,Train
healthy529.jpg,29b72e1213fa4a5f75a56f7b3a3fbef137d4be53da464373b36c4d374b92024e,Healthy,Vineyard_27,Train
esca251.jpg,8017ebfcfa63082248a515b603e16781d0246b52a39dc6724b0779610c0768d1,Esca,Vineyard_25,Train
healthy555.jpg,fe0577b1e77912882271cc82056dfc5b123bb55068e7640292df658baca58814,Healthy,Vineyard_19,Train
esca001.jpg,aea8571dcc4fed324b6ae77dc437e451a87e62dee24e2fa3770006ba2db92190,Esca,Vineyard_16,Train
leaf blight233.jpg,ec426e3d8f4cf9af59868184372223725e176fd0899c81f79d08038be88a6ade,Leaf Blight,Vineyard_20,Train
esca044.jpg,5c77acab2741c9e6d68e413a3877eb55fc29790341a9ad8c17b5352cd845384b,Esca,Vineyard_22,Train
healthy946.jpg,552117bf5fbde0f2b3d205c16e40da1e516514e2d3398cc3813c2bd67d37c4c8,Healthy,Vineyard_8,Train
healthy908.jpg,97822102729c83fb780ba54ab6479453ab16f68733d767966ce33e40f096d8e3,Healthy,Vineyard_16,Train
healthy949.jpg,9928069b3e8e0b0581f80955c020ce1ff2ed6c8945db6c98bcdf7ba9f362803f,Healthy,Vineyard_20,Train
esca253.jpg,4b7639c3ed271977b4015df99826a29de3093f25d2d1d51b812c93b67e24ba32,Esca,Vineyard_28,Train
healthy722.jpg,9d3cf0ae2dbdd61402cd102182ddb704cd0a80eaca13a20807556c9b6801cd3d,Healthy,Vineyard_27,Train
healthy960.jpg,c9aef3c8e87d1f30352b71d11283ed827da5ebabef267cb84c78450cf3752327,Healthy,Vineyard_13,Train
esca075.jpg,79d30cf6f79ac5c5c38a765029d633977ac39fb10fddb107e2bc2a85e02b4447,Esca,Vineyard_28,Train
leaf blight605.jpg,10e1613a1278a7bbf6d53ee0ba4971b869d0a922de106d853da982e498bdfbcd,Leaf Blight,Vineyard_20,Train
esca882.jpg,2b76bf5612882ae7720b9e11243e9738d599287c532f8fe69bd372c7a9d82637,Esca,Vineyard_11,Train
black rot073.jpg,f77499f305a63f6585f31d8c40ebfae3f220c11dd293f2c004c32fdbc826d180,Black Rot,Vineyard_23,Train
healthy712.jpg,c7feb94ad89e184f856ebd11b93d7e4df78119847aadd7d41b81e734694b0400,Healthy,Vineyard_12,Train
esca196.jpg,5d9a1eadc24a51ccbaaa4f2121af57b5686651ff1bbc056a2132b624d255ecc9,Esca,Vineyard_11,Train
healthy860.jpg,3f445bf521b693c53100c815001f0b01d3c59076890de2c52d1f33b2b36ce5a9,Healthy,Vineyard_23,Train
healthy369.jpg,471c7d44a3b8c444a748b61a49b29fdcf9204cd0addc7c2d0218cbb15dc07e02,Healthy,Vineyard_18,Train
healthy700.jpg,4c32812234f00cd7b3182d3da65713786674b29a6d9362bfb81b92ed1a30fa07,Healthy,Vineyard_25,Train
esca103.jpg,7a2134de42f91f20e7db3881d07e7cfafa3309af05456c37676e300a300c890d,Esca,Vineyard_8,Train
healthy702.jpg,75f573fb230540b383b121ec95f34861e76a909dbe45d70446e055bfd703a3b8,Healthy,Vineyard_13,Train
healthy640.jpg,a9798021bcb55f81b339e09abafd250372d62c091092b4fcdacf591110a0fcd2,Healthy,Vineyard_17,Train
leaf blight517.jpg,1bb4f3255f27b33d1094f3ecec323f83c768bb8b25356ac0c2b1d1632436db1d,Leaf Blight,Vineyard_15,Train
esca641.jpg,60a7d9d617bfa7d86985e753a84b113f46e6988d76264a6296b830c9b3e36847,Esca,Vineyard_14,Train
esca309.jpg,2685e512a2eb848707d9a9df8c9ec7d9cc9cdf286d6687b845dd369701e4cc2b,Esca,Vineyard_4,Train
esca511.jpg,c49b86df4c30936803dae16989d49dc2587e4c01ed833ce75a0bdef4d8920ce2,Esca,Vineyard_18,Train
esca078.jpg,a2834c24a5f0c4f4d3b303f5e2cf72e591210a499b0bcb4dfd4dced2b8b9de55,Esca,Vineyard_24,Train
leaf blight429.jpg,538e7652b7c7afc4bd8bedcec707c9a943372e28e00fc6a73508e997db6c468d,Leaf Blight,Vineyard_17,Train
esca403.jpg,10d9a415e90d86a0f545628c6434187ed695121fd68bf61c0648d257ec349afc,Esca,Vineyard_11,Train
healthy023.jpg,1505f81a05ed8dbf74f9a4dfc1b8b26c0e48e0c3b42afb37e71d8b38cc8c2321,Healthy,Vineyard_23,Train
healthy885.jpg,307b1b4b822940cfaa0cc92e8656c18af2c5d48befe9db9df30e1f0c4861922e,Healthy,Vineyard_6,Train
leaf blight565.jpg,3db6a996cc14f9e1459c60b5f3138e54b25b63479352c353b93af44b2446315b,Leaf Blight,Vineyard_18,Train
leaf blight623.jpg,fa21050aad4a551ef6431669a8d9b25bd4330d01fc209a18c3a1b7d5426e26ba,Leaf Blight,Vineyard_25,Train
esca119.jpg,7be3192c2bfd7899641bc3669308593721224ecb32c20961ed8dd968392e3513,Esca,Vineyard_11,Train
esca193.jpg,1603e8b113bbbf7f151c82ac7568c20d46815e84665263205a206db24d97374b,Esca,Vineyard_20,Train
healthy680.jpg,065562cb6b607fbf8c63dba09d70563f6fabc3a3e639e28a089e6604cb6751e0,Healthy,Vineyard_24,Train
healthy903.jpg,fa3315a571887d728c174890229b6532a1cb3e7c2e6967ee909585daae44b823,Healthy,Vineyard_28,Train
black rot385.jpg,a424a146d2fc3ffe71ad3b1b76410a1f4efb35f13cba1e9ad1a2787d149e22a0,Black Rot,Vineyard_23,Train
esca724.jpg,f07eef26c430c411cc1f3ea7df3ebbb8b107d9379bd43955298af145beac5d2b,Esca,Vineyard_6,Train
esca698.jpg,3393801499aefbc64b5d360f9502e99ac7598b60e08dadf495be47f12d11925b,Esca,Vineyard_8,Train
esca834.jpg,56abd70af5d1077e54f0ec6d87b83a7763a95b4284c646359965266f8591a511,Esca,Vineyard_11,Train
healthy978.jpg,af622589364add0740bb3bfedcae1289352205c9129d2a70fda97fc44219f7b9,Healthy,Vineyard_1,Train
healthy085.jpg,50b4fe98a746963c80d485924e47ae6b13f140592a47aa2659b57e39a7c7d63f,Healthy,Vineyard_25,Train
healthy1003.jpg,d5de472f17110f180fc9ba130ccee1091408ddd554cd128df459303e93142c9b,Healthy,Vineyard_13,Train
healthy1037.jpg,37b0579d9e6fc6ccec5804d8a6b78d30cf340eea93a4cb2643535c042f3b4956,Healthy,Vineyard_2,Train
healthy1076.jpg,ee8a9c41d8dbdf21243877c43c0f4c43f42a608b785a7c71423bb6c6e42422e4,Healthy,Vineyard_7,Train
esca718.jpg,ab82da7ec86d1b5ef97d975092c288ecb04832c9e6642d76be184c4b8d391580,Esca,Vineyard_18,Train
healthy238.jpg,2326d4935275a89a4e9991f4d7930f95094307aef5a2541745968e35fb5bad36,Healthy,Vineyard_9,Train
leaf blight055.jpg,5d06f57b6c725eb32da8e597c0ccee94cd9c8ce5578da340484dded8cd85b5bf,Leaf Blight,Vineyard_16,Train
healthy318.jpg,86af96f8d1d9065119bd61002329f84adb46967c04694f4bfcc32b0e02302743,Healthy,Vineyard_23,Train
black rot737.jpg,7a94cea39adde0bfaed7a312e5edc8bd0854800d467450981fc095ab67c9ffd8,Black Rot,Vineyard_18,Train
healthy412.jpg,8da24eff34cb2ffaeacc43cde5c9a5f25e37d9e5b8d185e88b7090685a6abec6,Healthy,Vineyard_7,Train
esca435.jpg,820ff969f595dc6895efcc33dd29349d0516a11b87554fdce235807557e7c5d1,Esca,Vineyard_25,Train
healthy583.jpg,f84cb5563018af0433cde8c9b66b92c3cc3648ba5657898f5557a11714015695,Healthy,Vineyard_27,Train
esca444.jpg,9aecea91a737f9f7b991d1290a6b79280ec9b7f233aeaad4c4860662826e1135,Esca,Vineyard_26,Train
esca352.jpg,7fe12b9ce87470cf8cca9f311d3a1c83b8cde4965cc5bf27ab954d1a6f467d61,Esca,Vineyard_7,Train
esca743.jpg,01c8e6f655d9f37ffaf51f7f5aed7136c6ef6c1a3acade7d7ea2ec78380fb854,Esca,Vineyard_14,Train
healthy024.jpg,98b147df7839e6b4ba8f2c9bf843ac81ed0e618f808a206396f1a83fea2258e7,Healthy,Vineyard_1,Train
black rot369.jpg,a778bdb415058b908ac1b7670a7a38e95a72372a3fc64b1ee30ca2b60ad71947,Black Rot,Vineyard_23,Train
esca863.jpg,867bf1ce33936053f5a6ffad8e4e9c11b2111b183eec63118ff5759a3c16175d,Esca,Vineyard_10,Train
esca587.jpg,b5ef386844b13b969ab94e54f8e1023f2898bd297b7fa3a4fc86fc2a53c6e5f0,Esca,Vineyard_15,Train
esca505.jpg,6d6ed8980e1968ef0baf3f9edd89a204cd0a57a370079c8b0d50a9cba4bb630a,Esca,Vineyard_4,Train
esca744.jpg,ee5cd9fa0d03091a9fd373023cc5460a525fbff73dc0187926a9768a07ce0f2a,Esca,Vineyard_12,Train
healthy719.jpg,31dab9f7ca64fef23ee2f1945a779f9535258ba5300b69e03214fb63a0047460,Healthy,Vineyard_13,Train
healthy049.jpg,54e99bae9c993437b2a2c1e330e30ad5852d3269d5b4a73d0b06f513cbab890a,Healthy,Vineyard_12,Train
healthy1104.jpg,53c46849513089ad89210ee073ed8c4af005dc75acade3640fa0725927c65b87,Healthy,Vineyard_23,Train
esca564.jpg,7bc400d26288d6aae3b24017d0864e7110ccc71f5973bdbebdc330599a329467,Esca,Vineyard_23,Train
healthy773.jpg,a282ad9790df62155fa2cdd214c1e34fa410443c8fe8d52e44eb6033bef0d0fa,Healthy,Vineyard_17,Train
healthy732.jpg,14d086f408f28e7d68f415b92d3a9f981c6a139fc42790cdb0c8a8777013fdd9,Healthy,Vineyard_10,Train
esca303.jpg,58e18a3ad303faf49d54555cb4937292188c6922925547b844d0781404ed795c,Esca,Vineyard_28,Train
healthy304.jpg,57377c92239390733cfe48fffd7ea056ab4536ed82c9b983b146f0d78ab33d88,Healthy,Vineyard_18,Train
leaf blight339.jpg,2e1e6a5305b6b00af2b02de31598dc4a0ae241975e337141656b2639abbf547e,Leaf Blight,Vineyard_20,Train
healthy212.jpg,5b9e07c363c4a0ef06bebc88ebff1785577dfddb20e0ba36ca4e5c4a8370ba31,Healthy,Vineyard_10,Train
esca783.jpg,05de53e487c00a8be4ac2b74eb1e08957ab01a9e7efe16eed2c2d8b55cc851d9,Esca,Vineyard_19,Train
healthy177.jpg,06fef24d566b9cd6607c5616e5399e328b31be12a1a8ae8a55c89ac77ee44708,Healthy,Vineyard_12,Train
leaf blight507.jpg,679f6cbf8f1d8691f1d3c8ea7de77859d48738b70ac55a1f2e872541b43f1612,Leaf Blight,Vineyard_12,Train
esca577.jpg,467b731553a90d2a41d65198676056b01483cec73bfae235cf4cdf2af289f0d5,Esca,Vineyard_27,Train
healthy635.jpg,b45e20f61a339f861be4bd6a407eb1e01eef15c6f437128533f92cd62861a0ca,Healthy,Vineyard_15,Train
esca154.jpg,1065432b9b180fee67b6af75e65c5653012a8e02e8ea8651270e37561613a1a7,Esca,Vineyard_20,Train
esca817.jpg,50f07149c7bbe2dd2adb89b9d35b6da4cc6ac37bf1325a23ce0e3b7c6e5971c8,Esca,Vineyard_24,Train
leaf blight499.jpg,d32d15283cfb7b8818e8a870dc14cac795a7b571754ddc9871ba5e227c7829d7,Leaf Blight,Vineyard_16,Train
esca340.jpg,a31b4c77cca642d2fbe1fb55c9de75dcb2d188fdd9988541a1017819365a53c4,Esca,Vineyard_27,Train
healthy129.jpg,02437ea33121dc579e5749580dcdc491a6b3cd5cd644c13f3e720d88b805c15f,Healthy,Vineyard_12,Train
esca387.jpg,c646846930eae945875ac6430db88950dedda99ac6e3a6a3e38f3a1098cedead,Esca,Vineyard_15,Train
esca627.jpg,830edcade026f09d50505fe1b035a329fdbc58dadbf042ec26b3f846622e8095,Esca,Vineyard_1,Train
esca460.jpg,a7f36e7278d134027a0bfd8a641bfaa6ca4b60e95a8816f5409815c3e737cf45,Esca,Vineyard_26,Train
leaf blight215.jpg,0728b3f1de907878660e3c21917f53c49a56790099ea455ecb5a00f6edb2f384,Leaf Blight,Vineyard_20,Train
healthy827.jpg,e41c3e9837902a1288555507b6e32d50b098f141c7f81bf1555d10b19af92d0b,Healthy,Vineyard_27,Train
esca425.jpg,c8a7eacce00f587a58e202e4160ecb25498a6309b844491a1aee028e85f72e28,Esca,Vineyard_2,Train
healthy181.jpg,4337a23a0263a01dde0238e1bf29a8fd0ca1b12db07e0f39a1dfc295ccff5476,Healthy,Vineyard_9,Train
healthy892.jpg,9af28db4dff9a8734428db3f6cf0275e82715798e62b58de3be776854ae8a846,Healthy,Vineyard_9,Train
healthy057.jpg,03c301cd4e3048b17b0a25a90eed5f35e4d15a41f741c0b28be815573d9b238e,Healthy,Vineyard_11,Train
esca700.jpg,0389ac9fa6b817d09f0057675641390fe3f85fdb90f265a8a53dbc250a5c6665,Esca,Vineyard_27,Train
healthy969.jpg,917ea6544cd9916670a38871436fc4aee76fb4915577673222ce6dbb82b15224,Healthy,Vineyard_2,Train
healthy1081.jpg,50df7d66a918cc4b2582fd5a08e5a30a2db62c3832f4f1dec8261724c6ccdf30,Healthy,Vineyard_27,Train
healthy996.jpg,bde80e0855927998d3cd9d01e9e64d91bad002094ae51f149d031a95f0dba063,Healthy,Vineyard_9,Train
healthy598.jpg,55bdd6b7465c305a1176399b0b3906ceac89036a4b86c71ef6b7c370c23c1033,Healthy,Vineyard_20,Train
healthy275.jpg,65e122e3ce9148b13e4c2c4124243352e94f8d7ca9eddb88891ad48f5b87fae8,Healthy,Vineyard_23,Train
esca740.jpg,41f8a17d679717e570f44fc40e1a683a9af74b908abcf7090bb897baa84f2021,Esca,Vineyard_9,Train
healthy905.jpg,fc2215419f5fe1b67997a61c2303b62982cb3d1417deb538ce58319127a911bf,Healthy,Vineyard_25,Train
esca171.jpg,54feb76e11b0b2cf05e479141324c36c19369b728bb0acaec1f5b0e8107b6be0,Esca,Vineyard_5,Train
healthy990.jpg,75ed5e96a2ab12776323316e007bf6f865b215a6898fd00e57e45c3a427a5bdc,Healthy,Vineyard_25,Train
healthy372.jpg,39e0c09bc01674b8a3eb74643cf5c3740c5244a9dd4016a5b0d9549e40d70289,Healthy,Vineyard_24,Train
esca205.jpg,5175ada813e3e34fb1ff601864933b90fff2b1accc44cc280805397fc9a52bee,Esca,Vineyard_23,Train
esca157.jpg,2663a881fb8eb2fc993c41673222a7920251bfe26a6be96d11d1e8305410e94b,Esca,Vineyard_1,Train
healthy716.jpg,ac9a6bee961332f470a9d07de3ad5ba752730e980c812ba44dd3730de91594bc,Healthy,Vineyard_26,Train
leaf blight201.jpg,d611ec1bc5e1a157a618f7f1d780769e26c6cef641293a662cbba532b77bbe3e,Leaf Blight,Vineyard_5,Train
healthy005.jpg,92e4d253f6230c7a6d8214e4dfb2004354c3410c3caae77ecd801c9a029f8752,Healthy,Vineyard_19,Train
leaf blight453.jpg,55aec8590876848a7a4ab281065c2b7c0a4f760cc06a621f45b157bbe17cf2da,Leaf Blight,Vineyard_4,Train
healthy822.jpg,f9eae81a5b785d25bc5caab0d8435b84bebf1571f2e9543632e5646a611bd673,Healthy,Vineyard_4,Train
esca580.jpg,27e89fce231a2124a40568844948e6ab979b7327c144cfee73de65d22d8a27e2,Esca,Vineyard_26,Train
healthy353.jpg,1bc8508acea036b7c8649c267673160c44557dd75c39b4e35f8456cdf5073559,Healthy,Vineyard_19,Train
leaf blight257.jpg,e66c59a7c01d1bef3d08c0e518280ae04a8efc2da5d0a933f0d79d65719a930b,Leaf Blight,Vineyard_11,Train
healthy1101.jpg,bcaf1776b6f5f21d05c5520e2c5965c01303c4e8e1815e9f97cb062de8b094ba,Healthy,Vineyard_27,Train
healthy1049.jpg,e64381000f45192c631ad9a9509f93c4034036a9272ffb6e8aacaffcb8a9e655,Healthy,Vineyard_2,Train
healthy142.jpg,f3a42a5acef7e31c3224c7168b048d48dd404bcfe25076b5a8fe801a761c822e,Healthy,Vineyard_23,Train
esca258.jpg,c09a44fd33084980c0efb37584197cb93846a2b801275ec71b24a4b291c5b1f2,Esca,Vineyard_28,Train
esca057.jpg,8885a5518b8c363d26d4075e3056979bde5c90e002d433eac089999c0fed15e5,Esca,Vineyard_13,Train
healthy234.jpg,8c438ba9062ff1f05cd2c50dec2d56804fbe8a4f1ded1f23c19ddef5cbf68c5f,Healthy,Vineyard_11,Train
healthy140.jpg,56b4cf857b2a7f1e6c2c8ba37c64ba54dc3789ecf3f512e4b8ab6e14972c93dd,Healthy,Vineyard_13,Train
healthy954.jpg,88ef1446c24d15adac7310f7d0f813d5577cea6bd977e9d59a41d7b509fdcffc,Healthy,Vineyard_7,Train
healthy808.jpg,bda16e06f1e903e317846694d5d67a417374cbd7b68826c8b2f80125db7c738a,Healthy,Vineyard_25,Train
leaf blight095.jpg,2dd4b58df4b69195a64e4e4924352256cf5b3fd711f0125c5ba74ae9b02a6aa3,Leaf Blight,Vineyard_22,Train
healthy480.jpg,4aac41973aa861d8b658cbe2952968f805dc2ada48a7fc7379b8f6038a13cf3c,Healthy,Vineyard_27,Train
healthy581.jpg,2f251a29b011cd3b97774823f60ffbcda8d01d2d5c7ee772bb61c6fb79dcbe42,Healthy,Vineyard_26,Train
healthy805.jpg,e24bc04c623d3e90bee18aaa659c18186a1a5bd2e5b64a884f6e457bda928c19,Healthy,Vineyard_24,Train
esca004.jpg,f2b7f7d7cd0e5687dfc764e3bd51d923e89f00ecee279e84504664e786ea8f21,Esca,Vineyard_27,Train
esca809.jpg,21d921bd1814f2a0bb032106753d2da6f085b07aab23fbe741d29fd3cb63ace5,Esca,Vineyard_26,Train
healthy059.jpg,90f808b8bae910c80fceca0e03a73bf3bc06175b47c9fa9c4088d8a0c105c595,Healthy,Vineyard_7,Train
healthy460.jpg,47ee64d9723334e718f176d39ef4f070d76412053fe479907523f1663cbe06a2,Healthy,Vineyard_6,Train
leaf blight579.jpg,06667edf0beb739a07bac66497b29e21019aed34fbdc65d7f634e891cb955858,Leaf Blight,Vineyard_6,Train
healthy632.jpg,e221e33407b92c55058671ad3525ca8728572b52b7f0f7130c7fec7f09128170,Healthy,Vineyard_19,Train
healthy731.jpg,f9e56dc37eb23ad8d0bc24dc879ec86a5251b7160b2684520faf1e9651b0de62,Healthy,Vineyard_4,Train
healthy490.jpg,65b3367ce95bb25ee4a49ae61035d598975ba8eaa5b87cbe8269691888b60354,Healthy,Vineyard_16,Train
esca409.jpg,9c82a1d09efcce9b5bbe8b11ff7e1f6ba8279d998d045706b1d8921f21dae10a,Esca,Vineyard_9,Train
leaf blight337.jpg,8febf32763d70231117243b797ed73ddc043cb401da59990d483beb40fa627f4,Leaf Blight,Vineyard_20,Train
esca345.jpg,c0fc175400fc082de369d3838f5739c675b15c3a038f8cb9a9c7f82708ab3321,Esca,Vineyard_25,Train
